Date,Time,PH1,PH2,COND1,COND2,WATER_TEMP,ROOM_TEMP,FBB1,FBB2,FF1,RACK1,DO,TGP
03/11/19,00:12,7.46,0,1030,0,28.0801,26.9578,16.2,0,14.5,0,0,0
03/11/19,00:27,7.47,0,1038,0,28.0714,26.9404,16.1,0,14.5,0,0,0
03/11/19,00:42,7.47,0,1036,0,28.0801,26.8969,16.1,0,14.5,0,0,0
03/11/19,00:57,7.46,0,1032,0,28.0801,27.0796,16.1,0,14.5,0,0,0
03/11/19,01:12,7.47,0,1038,0,28.0714,26.9752,16.1,0,14.5,0,0,0
03/11/19,01:27,7.46,0,1026,0,28.0714,26.9143,16.1,0,14.6,0,0,0
03/11/19,01:42,7.47,0,1042,0,28.0801,26.9839,15.9,0,14.5,0,0,0
03/11/19,01:57,7.46,0,1038,0,28.0714,26.9665,16.1,0,14.5,0,0,0
03/11/19,02:12,7.47,0,1046,0,28.0888,27.1144,16.3,0,14.5,0,0,0
03/11/19,02:27,7.47,0,1030,0,28.0888,27.0013,16,0,14.4,0,0,0
03/11/19,02:42,7.47,0,1032,0,28.0888,26.9926,16.1,0,14.4,0,0,0
03/11/19,02:57,7.47,0,1046,0,28.0801,27.0013,16.4,0,14.5,0,0,0
03/11/19,03:12,7.47,0,1042,0,28.0975,27.0622,16,0,14.5,0,0,0
03/11/19,03:27,7.46,0,1032,0,28.0975,27.1318,15.9,0,14.5,0,0,0
03/11/19,03:42,7.47,0,1032,0,28.0975,27.1492,16,0,14.4,0,0,0
03/11/19,03:57,7.47,0,1036,0,28.1062,27.2275,15.9,0,14.5,0,0,0
03/11/19,04:12,7.47,0,1038,0,28.1062,27.1144,16,0,14.5,0,0,0
03/11/19,04:27,7.47,0,1038,0,28.1149,27.0187,15.9,0,14.4,0,0,0
03/11/19,04:42,7.46,0,1046,0,28.1149,27.0883,16.1,0,14.4,0,0,0
03/11/19,04:57,7.46,0,1046,0,28.1149,27.01,16,0,14.4,0,0,0
03/11/19,05:12,7.46,0,1032,0,28.1236,27.01,16,0,14.5,0,0,0
03/11/19,05:27,7.46,0,1042,0,28.1323,27.0796,16,0,14.5,0,0,0
03/11/19,05:42,7.47,0,1032,0,28.1236,27.0448,16.1,0,14.4,0,0,0
03/11/19,05:57,7.47,0,1046,0,28.1236,27.1057,15.8,0,14.3,0,0,0
03/11/19,06:12,7.47,0,1042,0,28.1236,27.0535,16.1,0,14.6,0,0,0
03/11/19,06:27,7.46,0,1050,0,28.1323,27.1057,16,0,14.5,0,0,0
03/11/19,06:42,7.47,0,1022,0,28.1323,27.2884,16.1,0,14.4,0,0,0
03/11/19,06:57,7.45,0,1030,0,28.141,27.5581,16.2,0,14.4,0,0,0
03/11/19,07:12,7.42,0,1038,0,28.141,27.4972,16.2,0,14.3,0,0,0
03/11/19,07:27,7.42,0,1022,0,28.1497,27.5059,16.3,0,14.5,0,0,0
03/11/19,07:42,7.39,0,1026,0,28.0627,27.4363,16.2,0,14.5,0,0,0
03/11/19,07:57,7.4,0,1032,0,28.0714,27.4624,16.1,0,14.5,0,0,0
03/11/19,08:12,7.4,0,1032,0,28.0714,27.2797,16,0,14.5,0,0,0
03/11/19,08:27,7.41,0,1022,0,28.0714,27.4189,16.1,0,14.5,0,0,0
03/11/19,08:42,7.41,0,1028,0,28.0801,27.3058,16.3,0,14.5,0,0,0
03/11/19,08:57,7.4,0,1020,0,28.0888,27.271,15.9,0,14.5,0,0,0
03/11/19,09:12,7.4,0,1022,0,28.1062,27.2884,16.1,0,14.5,0,0,0
03/11/19,09:27,7.41,0,1030,0,28.1062,27.3145,16.2,0,14.5,0,0,0
