Date,Time,PH1,PH2,COND1,COND2,WATER_TEMP,ROOM_TEMP,FBB1,FBB2,FF1,RACK1,DO,TGP
10/29/20,00:00,7.6,0,3038,0,28.4107,28.1584,2.4,0,14.9,0,0,0
10/29/20,00:15,7.61,0,3068,0,28.4194,28.4803,2.6,0,14.8,0,0,0
10/29/20,00:30,7.59,0,3030,0,28.4455,28.1236,2.5,0,14.7,0,0,0
10/29/20,00:45,7.6,0,3048,0,28.4368,28.1932,2.2,0,14.8,0,0,0
10/29/20,01:00,7.59,0,3074,0,28.4629,28.3672,2.4,0,14.9,0,0,0
10/29/20,01:15,7.6,0,3056,0,28.4716,28.0627,2.4,0,15.1,0,0,0
10/29/20,01:30,7.59,0,3074,0,28.4716,28.4803,2.8,0,15,0,0,0
10/29/20,01:45,7.6,0,3064,0,28.489,27.9061,2.3,0,15,0,0,0
10/29/20,02:00,7.6,0,3030,0,28.4977,28.2802,2.6,0,14.7,0,0,0
10/29/20,02:15,7.59,0,3058,0,28.4977,28.2367,2.4,0,14.7,0,0,0
10/29/20,02:30,7.6,0,3102,0,28.5151,27.9931,2.4,0,14.9,0,0,0
10/29/20,02:45,7.48,0,3094,0,28.5151,28.4977,2.9,0,14.9,0,0,0
10/29/20,03:00,7.6,0,3078,0,28.5238,28.2889,2.9,0,14.8,0,0,0
10/29/20,03:15,7.61,0,3074,0,28.5412,28.5064,2.9,0,15,0,0,0
10/29/20,03:30,7.6,0,3100,0,28.5499,28.0279,2.8,0,14.7,0,0,0
10/29/20,03:45,7.6,0,3036,0,28.5586,27.8365,2.9,0,14.5,0,0,0
10/29/20,04:00,7.6,0,3092,0,28.5586,28.2367,2.5,0,14.6,0,0,0
10/29/20,04:15,7.59,0,3058,0,28.576,27.9844,2.5,0,14.8,0,0,0
10/29/20,04:30,7.6,0,3056,0,28.5673,28.0105,2.7,0,14.7,0,0,0
10/29/20,04:45,7.6,0,3038,0,28.576,27.2275,2.6,0,14.6,0,0,0
10/29/20,05:00,7.6,0,3054,0,28.5673,27.8452,2.8,0,14.9,0,0,0
10/29/20,05:15,7.6,0,3056,0,28.5673,28.1149,2.2,0,14.7,0,0,0
10/29/20,05:30,7.6,0,3048,0,28.576,27.9148,2.7,0,14.8,0,0,0
10/29/20,05:45,7.6,0,3086,0,28.576,27.9322,2.7,0,14.8,0,0,0
10/29/20,06:00,7.6,0,3102,0,28.576,27.3145,2.5,0,15,0,0,0
10/29/20,06:15,7.6,0,3054,0,28.5673,27.9409,2.4,0,14.8,0,0,0
10/29/20,06:30,7.6,0,3048,0,28.576,28.1236,2.7,0,14.7,0,0,0
10/29/20,06:45,7.6,0,3086,0,28.576,28.4542,2.5,0,14.7,0,0,0
10/29/20,07:00,7.6,0,3074,0,28.5847,28.054,2.7,0,14.7,0,0,0
10/29/20,07:15,7.61,0,3128,0,28.5934,28.2019,2.8,0,14.7,0,0,0
10/29/20,07:30,7.6,0,3050,0,28.6021,28.3846,2.8,0,14.7,0,0,0
10/29/20,07:45,7.6,0,3040,0,28.6108,28.0366,2.9,0,14.8,0,0,0
10/29/20,08:00,7.6,0,3086,0,28.6108,28.5325,2.7,0,14.7,0,0,0
10/29/20,08:15,7.6,0,3082,0,28.6195,27.9322,2.9,0,14.9,0,0,0
10/29/20,08:30,7.6,0,3092,0,28.6282,28.3585,2.8,0,14.8,0,0,0
10/29/20,08:45,7.6,0,3078,0,28.6195,27.6886,3,0,14.7,0,0,0
10/29/20,09:00,7.45,0,3018,0,28.4542,27.8626,3,0,15,0,0,0
10/29/20,09:15,7.56,0,2994,0,28.5412,28.2541,3,0,14.8,0,0,0
10/29/20,09:30,7.57,0,3034,0,28.5586,27.2014,3.3,0,14.8,0,0,0
10/29/20,09:45,7.57,0,3030,0,28.5586,27.8626,2.9,0,15,0,0,0
10/29/20,10:00,7.56,0,3046,0,28.5586,27.0013,2.8,0,15.1,0,0,0
10/29/20,10:15,7.56,0,3026,0,28.5499,27.793,3.1,0,15,0,0,0
10/29/20,10:30,7.57,0,3040,0,28.5499,27.6886,2.9,0,15,0,0,0
10/29/20,10:45,7.57,0,3058,0,28.5412,26.662,2.9,0,14.6,0,0,0
10/29/20,11:00,7.58,0,3036,0,28.5499,27.0883,3,0,14.6,0,0,0
10/29/20,11:15,7.59,0,3036,0,28.5325,26.8447,2.6,0,14.7,0,0,0
10/29/20,11:30,7.6,0,2992,0,28.5238,27.8104,2.7,0,14.7,0,0,0
10/29/20,11:45,7.59,0,3028,0,28.5412,27.2971,2.5,0,14.7,0,0,0
10/29/20,12:00,7.6,0,3048,0,28.5238,26.3488,2.8,0,14.7,0,0,0
10/29/20,12:15,7.6,0,3036,0,28.5238,26.8447,3.3,0,14.7,0,0,0
10/29/20,12:30,7.61,0,3044,0,28.5064,26.6011,2.3,0,14.7,0,0,0
10/29/20,12:45,7.6,0,3050,0,28.5151,27.9322,2.8,0,14.7,0,0,0
10/29/20,13:00,7.6,0,3026,0,28.5238,27.4537,2.9,0,14.6,0,0,0
10/29/20,13:15,7.6,0,3046,0,28.5064,26.6272,2.7,0,14.7,0,0,0
10/29/20,13:30,7.6,0,3040,0,28.5064,27.1057,2.7,0,14.7,0,0,0
10/29/20,13:45,7.59,0,3022,0,28.4977,26.9404,2.8,0,14.5,0,0,0
10/29/20,14:00,7.57,0,3026,0,28.4368,27.9757,2.8,0,14,0,0,0
10/29/20,14:15,7.56,0,3018,0,28.4107,27.5059,3,0,14.1,0,0,0
10/29/20,14:30,7.57,0,3026,0,28.4194,26.836,2.6,0,13.9,0,0,0
10/29/20,14:45,7.56,0,2984,0,28.402,27.1318,3,0,13.9,0,0,0
10/29/20,15:00,7.57,0,3034,0,28.3933,27.271,2.8,0,14.1,0,0,0
10/29/20,15:15,7.57,0,3026,0,28.3846,27.9322,2.9,0,14.1,0,0,0
10/29/20,15:30,7.55,0,3050,0,28.3324,27.0622,2.8,0,13.5,0,0,0
10/29/20,15:45,7.56,0,3048,0,28.3237,19.7107,2.9,0,13.5,0,0,0
10/29/20,16:00,7.46,0,2954,0,28.1323,20.1109,2.6,0,13.5,0,0,0
10/29/20,16:15,7.54,0,2956,0,28.2193,20.5459,2.7,0,13.5,0,0,0
10/29/20,16:30,7.56,0,2952,0,28.2193,20.9983,3,0,13.5,0,0,0
10/29/20,16:45,7.56,0,3000,0,28.2367,22.4947,2.9,0,13.5,0,0,0
10/29/20,17:00,7.58,0,2998,0,28.2367,22.921,3.2,0,13.5,0,0,0
10/29/20,17:15,7.59,0,3000,0,28.228,23.4256,2.9,0,13.5,0,0,0
10/29/20,17:30,7.59,0,3016,0,28.2454,24.1564,2.8,0,13.6,0,0,0
10/29/20,17:45,7.6,0,2964,0,28.2541,25.3483,2.9,0,13.5,0,0,0
10/29/20,18:00,7.59,0,3008,0,28.2628,26.0269,3,0,13.6,0,0,0
10/29/20,18:15,7.6,0,3026,0,28.2541,25.8094,3.1,0,13.6,0,0,0
10/29/20,18:30,7.59,0,3026,0,28.2715,26.0878,2.6,0,13.5,0,0,0
