Date,Time,PH1,PH2,COND1,COND2,WATER_TEMP,ROOM_TEMP,FBB1,FBB2,FF1,RACK1,DO,TGP
04/05/21,00:02,7.24,0,1012,0,27.0187,25.8964,5.4,0,9.7,0,0,0
04/05/21,00:17,7.28,0,1000,0,26.9665,25.8616,5.5,0,9.8,0,0,0
04/05/21,00:32,7.3,0,1002,0,27.0361,25.8616,5.5,0,9.9,0,0,0
04/05/21,00:47,7.32,0,1010,0,27.1492,25.8877,5.4,0,9.7,0,0,0
04/05/21,01:02,7.32,0,1018,0,27.2449,25.8964,5.7,0,9.9,0,0,0
04/05/21,01:17,7.32,0,1012,0,27.3319,25.9051,5.5,0,9.7,0,0,0
04/05/21,01:32,7.33,0,1012,0,27.3754,25.966,5.5,0,9.8,0,0,0
04/05/21,01:47,7.33,0,1016,0,27.3754,25.9834,5.6,0,9.9,0,0,0
04/05/21,02:02,7.33,0,1026,0,27.3493,25.8181,5.7,0,9.8,0,0,0
04/05/21,02:17,7.33,0,1034,0,27.3232,25.9051,5.5,0,9.6,0,0,0
04/05/21,02:32,7.33,0,1026,0,27.3232,25.9399,5.6,0,9.7,0,0,0
04/05/21,02:47,7.32,0,1034,0,27.2971,25.966,5.5,0,9.7,0,0,0
04/05/21,03:02,7.32,0,1026,0,27.2797,25.966,5.1,0,9.8,0,0,0
04/05/21,03:17,7.33,0,1022,0,27.271,25.9921,5.5,0,9.6,0,0,0
04/05/21,03:32,7.33,0,1016,0,27.2449,25.8007,5.5,0,9.8,0,0,0
04/05/21,03:47,7.33,0,1018,0,27.2188,25.8877,5.6,0,9.6,0,0,0
04/05/21,04:02,7.33,0,1020,0,27.2101,25.9051,5.7,0,9.8,0,0,0
04/05/21,04:17,7.35,0,1026,0,27.1927,25.9051,5.5,0,9.5,0,0,0
04/05/21,04:32,7.32,0,1022,0,27.1666,25.9573,5.4,0,9.8,0,0,0
04/05/21,04:47,7.32,0,1026,0,27.1666,25.9573,5.5,0,9.9,0,0,0
04/05/21,05:02,7.31,0,1028,0,27.1492,25.9312,5.4,0,9.8,0,0,0
04/05/21,05:17,7.32,0,1026,0,27.1318,25.9138,5.5,0,9.6,0,0,0
04/05/21,05:32,7.32,0,1016,0,27.1144,25.9225,5.1,0,9.8,0,0,0
04/05/21,05:47,7.34,0,1026,0,27.1144,25.9312,5.4,0,9.7,0,0,0
04/05/21,06:02,7.33,0,1012,0,27.1057,25.9399,5.6,0,9.8,0,0,0
04/05/21,06:17,7.34,0,1030,0,27.0883,25.9051,5.3,0,9.8,0,0,0
04/05/21,06:32,7.33,0,1018,0,27.0883,25.9051,5.5,0,9.8,0,0,0
04/05/21,06:47,7.34,0,1040,0,27.0709,25.9051,5.4,0,9.9,0,0,0
04/05/21,07:02,7.34,0,1028,0,27.0709,25.8877,5.2,0,9.6,0,0,0
04/05/21,07:17,7.34,0,1034,0,27.0709,25.9225,5.4,0,9.8,0,0,0
04/05/21,07:32,7.34,0,1036,0,27.0709,25.9051,5.3,0,9.7,0,0,0
04/05/21,07:47,7.34,0,1034,0,27.0448,25.9312,5.5,0,9.7,0,0,0
04/05/21,08:02,7.33,0,1036,0,27.0535,25.9573,5.6,0,9.9,0,0,0
04/05/21,08:17,7.32,0,1026,0,27.0274,25.8181,5.4,0,9.8,0,0,0
04/05/21,08:32,7.33,0,1022,0,27.0274,25.9225,5.5,0,9.8,0,0,0
04/05/21,08:47,7.32,0,1026,0,27.0274,25.9747,5.5,0,9.8,0,0,0
04/05/21,09:02,7.31,0,1028,0,27.0274,25.9486,5.4,0,9.9,0,0,0
04/05/21,09:17,7.3,0,1030,0,27.0274,25.9486,5.4,0,10,0,0,0
