Date,Time,PH1,PH2,COND1,COND2,WATER_TEMP,ROOM_TEMP,FBB1,FBB2,FF1,RACK1,DO,TGP
07/25/21,00:02,7.23,0,1010,0,27.4015,26.2009,5.5,0,11.7,0,0,0
07/25/21,00:17,7.26,0,1018,0,27.4276,26.227,5.7,0,11.5,0,0,0
07/25/21,00:32,7.29,0,1014,0,27.5581,26.227,5.8,0,11.4,0,0,0
07/25/21,00:47,7.31,0,1032,0,27.6364,26.0269,5.9,0,11.5,0,0,0
07/25/21,01:02,7.33,0,1032,0,27.7234,26.0182,5.8,0,11.5,0,0,0
07/25/21,01:17,7.33,0,1026,0,27.7147,26.053,5.8,0,11.5,0,0,0
07/25/21,01:32,7.33,0,1026,0,27.6886,26.0182,5.8,0,11.4,0,0,0
07/25/21,01:47,7.33,0,1028,0,27.6625,26.2096,5.9,0,11.5,0,0,0
07/25/21,02:02,7.32,0,1036,0,27.6538,26.2879,5.9,0,11.5,0,0,0
07/25/21,02:17,7.32,0,1036,0,27.6277,26.2357,5.8,0,11.7,0,0,0
07/25/21,02:32,7.33,0,1026,0,27.6016,26.2618,5.8,0,11.8,0,0,0
07/25/21,02:47,7.34,0,1024,0,27.5842,26.0269,6,0,11.5,0,0,0
07/25/21,03:02,7.33,0,1022,0,27.5668,25.9573,5.7,0,11.6,0,0,0
07/25/21,03:17,7.32,0,1032,0,27.5494,26.0182,5.7,0,11.6,0,0,0
07/25/21,03:32,7.34,0,1032,0,27.532,26.1313,5.9,0,11.7,0,0,0
07/25/21,03:47,7.33,0,1034,0,27.5059,26.1574,6,0,11.6,0,0,0
07/25/21,04:02,7.22,0,1010,0,27.358,26.1748,5.8,0,11.5,0,0,0
07/25/21,04:17,7.25,0,1032,0,27.4015,26.1661,5.9,0,11.6,0,0,0
07/25/21,04:32,7.27,0,1018,0,27.5233,26.0791,5.8,0,11.7,0,0,0
07/25/21,04:47,7.3,0,1032,0,27.6103,26.2009,5.9,0,11.7,0,0,0
07/25/21,05:02,7.31,0,1028,0,27.706,26.0443,5.8,0,11.4,0,0,0
07/25/21,05:17,7.31,0,1022,0,27.7147,26.0791,5.8,0,11.7,0,0,0
