Date,Time,PH1,PH2,COND1,COND2,WATER_TEMP,ROOM_TEMP,FBB1,FBB2,FF1,RACK1,DO,TGP
07/06/20,00:05,7.54,0,1010,0,27.4885,30.6727,4,0,9.5,0,0,0
07/06/20,00:20,7.52,0,1022,0,27.4885,30.7336,4,0,9.5,0,0,0
07/06/20,00:35,7.56,0,1020,0,27.4711,30.8032,4.1,0,9.4,0,0,0
07/06/20,00:50,7.58,0,1028,0,27.4711,30.6814,3.6,0,9.5,0,0,0
07/06/20,01:05,7.53,0,1016,0,27.4624,30.6031,4.8,0,9.4,0,0,0
07/06/20,01:20,7.56,0,1020,0,27.4624,30.6553,4.3,0,9.4,0,0,0
07/06/20,01:35,7.57,0,1028,0,27.4537,30.664,4.2,0,9.4,0,0,0
07/06/20,01:50,7.54,0,1026,0,27.445,30.7684,4.3,0,9.4,0,0,0
07/06/20,02:05,7.56,0,1026,0,27.445,30.7249,4.7,0,9.4,0,0,0
07/06/20,02:20,7.5,0,1030,0,27.4363,30.5683,4.5,0,9.5,0,0,0
07/06/20,02:35,7.56,0,1020,0,27.4276,30.6379,4,0,9.5,0,0,0
07/06/20,02:50,7.56,0,1016,0,27.4276,30.6118,3.8,0,9.4,0,0,0
07/06/20,03:05,7.54,0,1038,0,27.4189,30.7336,4.2,0,9.5,0,0,0
07/06/20,03:20,7.55,0,1034,0,27.4276,30.7336,4.4,0,9.4,0,0,0
07/06/20,03:35,7.58,0,1028,0,27.4189,30.577,4.8,0,9.4,0,0,0
07/06/20,03:50,7.51,0,1020,0,27.4015,30.577,4.2,0,9.5,0,0,0
07/06/20,04:05,7.56,0,1034,0,27.4015,30.5596,4.7,0,9.5,0,0,0
07/06/20,04:20,7.52,0,1030,0,27.4015,30.6292,4.4,0,9.5,0,0,0
07/06/20,04:35,7.56,0,1034,0,27.4015,30.7423,4.6,0,9.4,0,0,0
07/06/20,04:50,7.57,0,1022,0,27.3928,30.6379,4.1,0,9.4,0,0,0
07/06/20,05:05,7.54,0,1034,0,27.4015,30.5335,4,0,9.5,0,0,0
07/06/20,05:20,7.56,0,1028,0,27.3928,30.5944,3.9,0,9.5,0,0,0
07/06/20,05:35,7.57,0,1036,0,27.3928,30.5944,4.2,0,9.4,0,0,0
07/06/20,05:50,7.52,0,1028,0,27.3928,30.7249,4.9,0,9.4,0,0,0
07/06/20,06:05,7.56,0,1034,0,27.3928,30.6379,4.8,0,9.5,0,0,0
07/06/20,06:20,7.52,0,1030,0,27.3754,30.4378,4.4,0,9.4,0,0,0
07/06/20,06:35,7.56,0,1028,0,27.3667,30.4291,4,0,9.5,0,0,0
